7cf4f8097d364c1f43d0b0a9304622c32299b251,136c62541f7,90ea10c4d3e,None,mm,marshmallow-mr2-release,1473322201,1473322198,1470086725,0,1,0
77b34eb42732bb9c3485f1743410aade02553f2c,bdae7fdc732,4e4743a354e,None,mm,marshmallow-mr2-release,1470217315,1470217028,1466812387,39,1,9
c587881dcdd36663572bf8338aac71d764d203ad,8c401f4b5fd,9b8c6d2df35,None,mm,marshmallow-mr2-release,1468095416,1468095333,1464373878,41,1,6
77909e4f6e76d809a4f4da2bae932d2cb1682ff7,c1b992ade54,9878bb99b77,None,mm,marshmallow-mr2-release,1465373241,1465287010,1463086451,60,1,5
64a473fd10d978aed4e3eb2d8f35e01f250966f7,1ad30490fec,3cd1905d857,None,mm,marshmallow-mr2-release,1461262248,1461161369,1456534572,244,1,4
0c3adc8325844d6054ba72ba9a39c2b05af1c8b8,4caf759bbd5,81f9fe982dc,None,mm,marshmallow-dr1.5-release,1460566252,1460443723,1458686868,46,1,47
0e1dbed9194839a90755670d8fdf9046a75b85f7,564f10b8f05,e342181a4a8,None,mm,marshmallow-dr1.5-release,1457744319,1457658807,1454472217,6672,1,5
8ecd5a5276f4f725c167b887e799c20a9a27e16e,f04180a1273,6a431eed218,None,mm,marshmallow-mr1-release,1457403145,1457394933,1453498634,20,1,6067
50b5623c5840e0797e43cf631d7f5654087bf7e4,d9cdda18d15,6a278db4c4a,None,mm,marshmallow-mr1-release,1454374880,1454373410,1450386517,122,1,2
f51adf34bbd95dd991f070459f7ea9e88069299b,a7881ec1679,48b716a9b40,None,mm,marshmallow-mr1-release,1452022306,1451957555,1450212899,132,1,2
10c07f778a611d8723619f67e5709cbd9e502a07,45c11b1020a,4d70bd7a928,None,mm,marshmallow-mr1-release,1449543052,1449542824,1447279092,363,1,5
a89168479cb14f482268af6f1a650b28eba0b393,8331d3e5084,25b5096f154,None,mm,marshmallow-dr-release,1446736406,1446663539,1444291365,1977,1,259
