e952d6d90641bdde01226a7f7b1550f79596ad78,c17889b5c4a,833770d26f7,None,oreo-mr1,oreo-m4-s2-release,1523572353,1523177460,1518211724,0,1,0
3ebb60c4a66ae6a0c871841b9c95115cb70cd79d,a70614e2f64,23fbf77b8d6,None,oreo-mr1,oreo-m4-s2-release,1519736596,1519617137,1513286537,45,1,25
5e2ea6f012b3bcd1ba0a624287dace6fd50f8a10,18cde25f3fe,250714c67ba,None,oreo-mr1,oreo-m4-s2-release,1509948343,1509719370,1509598211,252,1,8
189d101fed52c6a27906f2d16857bc4ae6713912,0cedb661b10,37e2e248430,None,oreo-mr1,oreo-m4-s2-release,1509344799,1508887858,1509115778,21,1,7
bd45b2dee1c6b367e7cda32f8c5707b60cb0a3b5,b2919ac9f87,b002c4f7b1b,None,oreo-mr1,oreo-m4-s2-release,1508760045,1508305342,1508483877,206,1,14
c4de9712348470dfad0acd764a507d4657c8de27,87a153b84e1,2aeb9014287,None,oreo-mr1,oreo-m4-s2-release,1508066687,1507860899,1507793305,139,1,202
a9ebebd037256ff5cd21345c2adf34e7aff42a32,5149ed6803b,91db4c1cdf8,None,oreo-mr1,oreo-m4-s2-release,1507552368,1507265563,1507447556,84,1,132
5149ed6803bd7d66f5fe561b49850f9582950a9e,a87259dc917,4fb39d94647,None,oreo-mr1,oreo-m4-s2-release,1507265563,1507040705,1507101833,51,1,76
a87259dc917cecc8de2ae7bce060183601dedfb7,c56bad5e743,fa49eefefb8,None,oreo-mr1,oreo-m4-s2-release,1507040705,1506490905,1506917999,148,1,50
c56bad5e743f28e86622644ef96eb84fd1708569,6946c4f9183,bc3c95eb9c7,None,oreo-mr1,oreo-m4-s2-release,1506490905,1506459621,1506238873,172,1,147
adf0074094ea06a9cc8849f07f661276f87d8d92,7388745ceb7,6eb39f98697,None,oreo-mr1,oreo-m4-s2-release,1505989656,1505823444,1505719327,368,1,171
e8174c12c846a42561df0f8b6e9b713f5d1739dd,1806b30b6bd,3aec75fcd1c,None,oreo-mr1,oreo-m4-s2-release,1505382765,1504856531,1505201506,288,1,361
1806b30b6bd01c36b0daee5067ee9a7fcca34b06,eeca1eaca20,509d77619a6,None,oreo-mr1,oreo-m4-s2-release,1504856531,1504662840,1504682920,335,1,280
503de6ae1150ca1ad8db2310afe2f9914af10bde,536f3c3d169,59d10ef7e53,None,oreo-mr1,oreo-m4-s2-release,1504272241,1504166737,1503991784,263,1,334
536f3c3d169e3b000ecda3f6a8b3fe34d4d43081,3518f3a8997,1e430bfe03e,None,oreo-mr1,oreo-m4-s2-release,1504166737,1504132128,1503432049,485,1,260
fd92173d2690dc7af718fa58fdea9584cd224257,7023bc19b8c,81eb610ca87,None,oreo-mr1,oreo-m4-s2-release,1502961158,1502304901,1502868446,1121,1,484
a858b99a88d045ffcbc8f0af026b8eb1b04f26b0,60fe2566701,775f8a74fd7,None,oreo-mr1,oreo-m4-s2-release,1501663072,1500713257,1501399631,1978,1,1116
9c7fa13459a4bf9b21cf2b51663aa035e0668214,8b1c6ee17ec,18eeb0f45c3,None,oreo,oreo-m4-s2-release,1500409986,1499495956,1499844732,15039,1,1974
227e97b9a9a08c4266ad180bfe1b3f9402e456d7,2d9c629fc58,1c47a6ca853,None,oreo,oreo-vts-release,1499137054,1498810380,1499067429,55,1,15037
467f41853b8179ce28f9b2c0e7218ae17c58e209,aa33f5efd57,3636d0a4ebd,None,oreo,oreo-vts-release,1498532955,1498326564,1498265821,146,1,36
c2930056ad95928cc2abd5d613abaff446ccc460,75e76e0fc4f,62011df956e,None,oreo,oreo-vts-release,1498036142,1497853170,1497769988,266,1,127
0457434c537b654076b056857db84571e2260047,9c4583ee4c7,26462472e99,None,oreo,oreo-vts-release,1497267735,1497201319,1496982508,324,1,259
