b403c59d9cd5365df0635c84867bcaa06857d854,1d5cd9d52ef,559c5a4ef19,None,oreo,oreo-m7-release,1544342561,1544342526,1539966284,0,0
6fefe735c4dd04dd2afbc7437283c07ca34c1c21,d817dfcb403,f9cc11e6740,None,oreo,oreo-m7-release,1541492786,1538506827,1538176431,12,4
d817dfcb403cc0684ef06780c1bd747097a55cec,74c94d9fab7,0b434bf5eeb,None,oreo,oreo-m7-release,1538506827,1537386870,1535603131,11,7
ee44dbf4934cf4276bd8708ded0c085686facee7,6d46a1e9638,3c2c834a93d,None,oreo,oreo-m7-release,1536389899,1536277925,1533933194,28,10
78c72dd2d60c361c3515dfafdcb0198230f6b295,7196f52c8b4,9522ef334b7,None,oreo,oreo-m6-s3-release,1533971654,1533498260,1532046708,36,25
3afdcffcee875b8a8ae71dd91bdd41e4125148a2,94975d480e3,192433cb7d3,None,oreo,oreo-m2-s5-release,1530975589,1530377975,1528755923,64,27
0ca7d5ad733b2f98bff6499c2d539708fe4e54db,24ac5bcda4b,9e8f9c8ad70,None,oreo,oreo-m2-s3-release,1528284193,1528150047,1525822578,36,13
25635e909fde0f9760733b7ef3955dac8cf1c43b,230be9d5b8b,af80ff97aa5,None,oreo,oreo-m2-s2-release,1525949076,1525743488,1523660357,24,15
9a2e490b303c17a76a44621ffd26f8e83c6f4606,e935e051512,65ff5247cb8,None,oreo,oreo-m4-s2-release,1522851546,1522602457,1521133269,200,7
d25cdc36f49b69e50e12837181d917393b43797d,d295ebcde7c,68505b31101,None,oreo,oreo-m4-s2-release,1520342145,1520161103,1516847172,52,77
021f148a2d00abca1ddab37ab48a9ec9742540bd,030fc4f4630,23fbf77b8d6,None,oreo,oreo-m4-s2-release,1518008251,1517938709,1513286537,128,3
4c4d5e3118cfbd7439a04d0cff86732177eb5864,500f013dc6d,df0b5eed48a,None,oreo,oreo-m4-s2-release,1514985860,1514921458,1511840127,350,3
