android-1.6_r1,8f4b5a561813ee8c22d2b8e73c33299471d4a3f3,1251923986
android-1.6_r1.1,dde8b50b87fdb6849428fff7808e060489b31142,1255098820
android-1.6_r1.2,dde8b50b87fdb6849428fff7808e060489b31142,1255098820
android-1.6_r1.3,dde8b50b87fdb6849428fff7808e060489b31142,1255098820
android-1.6_r1.4,dde8b50b87fdb6849428fff7808e060489b31142,1255098820
android-2.0_r1,92d82787e911d24b8b0ee24bb87c2922a595d9c4,1255621161
android-1.6_r2,b6debd72fdf4a769d4749ef25ac8ece6a4e436dd,1257301253
android-2.0.1_r1,7dc48d34ae680e5304f11a8ff898598672162727,1259114380
android-1.6_r1.5,a16a12a27d1f25c3f3aa5f9a10fd202df785a82d,1259891147
android-2.1_r1,63ee17a933c637a74c59210f7e71fec9709a9d33,1261182351
android-2.1_r2,0cccec0a9bdc59700a4720daf5ac5f4c86b6ed14,1264642814
android-2.1_r2.1s,773f3ae2112c40801eeb94d4d824ffe2bdee2470,1266562658
android-2.1_r2.1p,562ac30bddb37b8bebeedfb035111dda41187332,1266971173
android-2.1_r2.1p2,562ac30bddb37b8bebeedfb035111dda41187332,1266971173
android-2.2_r1,71beeab14a891297b6658c4aeb47557083091aa1,1277420800
android-2.2_r1.1,34c0b2ee11c237be5244eecc34814862b3003822,1277929179
android-2.2_r1.2,00ccd5d026fcd0e4b9d27dc5a9ffa13ca0408449,1278027254
android-2.2_r1.3,f1f07993792dbf2d49613d474a696ec0927828d2,1279863458
android-2.2.1_r1,ec721fd1db4d895b342cfb83c651e0b78afac4dd,1284669412
android-2.2.1_r2,adba66b5d89fd8382c4f6b90d772942d86d5afbf,1289355968
android-2.2.2_r1,adba66b5d89fd8382c4f6b90d772942d86d5afbf,1289355968
android-2.2.3_r1,adba66b5d89fd8382c4f6b90d772942d86d5afbf,1289355968
android-2.2.3_r2,adba66b5d89fd8382c4f6b90d772942d86d5afbf,1289355968
android-2.2.3_r2.1,adba66b5d89fd8382c4f6b90d772942d86d5afbf,1289355968
android-2.3_r1,6471cd5f7d0125713081c9be4772922eedd2a904,1290140266
android-2.3.1_r1,6bcc7a7e5fc5a2340c4f060141bec9d181454807,1291790193
android-2.3.2_r1,6bcc7a7e5fc5a2340c4f060141bec9d181454807,1291790193
android-2.3.3_r1,b417337486667a47c6e0c8430d4095e182f4aaa0,1297303273
android-2.3.3_r1.1,da8aea7cd12ab3a03aca21c3c01bf27be87f783a,1298044496
android-2.3.4_r0.9,54d3e90592792fa951903a52b6c647f93b51b7c1,1301689697
android-2.3.4_r1,54d3e90592792fa951903a52b6c647f93b51b7c1,1301689697
android-2.3.5_r1,7336486ce145098b2584683bcd7c46dd78ed26a2,1308270588
android-cts-2.2_r8,4db1f432b853152075923499768639e14403b73a,1308275514
android-2.3.6_r0.9,365522a828f529593aa87e4d5a22f0cf2460c45a,1312326466
android-3.2.4_r1,7944ef8bc137b1b73b879ab6cb5fbff9db7a98d2,1315784793
android-2.3.7_r1,3f2821425f1ab6eddb76a8725e3f2c3edb5d8b07,1315872994
android-2.3.6_r1,724ffc36583ad81d33c5d4d2057ed12eece719ad,1315999738
android-cts-2.3_r10,d51ecafa6875e182346a825ce098e7c5e0b09038,1316187208
android-cts-2.3_r11,15db39303cb46ef65a483627284d02dde0aba2b9,1320966669
android-4.0.1_r1,fd1d05a01a704db47f6e60425c0ac3e1bd4cffbf,1321067302
android-4.0.1_r1.1,fd1d05a01a704db47f6e60425c0ac3e1bd4cffbf,1321067302
android-4.0.1_r1.2,fd1d05a01a704db47f6e60425c0ac3e1bd4cffbf,1321067302
android-cts-4.0_r1,fe464a76d8fc858be971dbb5e67b1d22fd925347,1321986501
android-cts-verifier-4.0_r1,fe464a76d8fc858be971dbb5e67b1d22fd925347,1321986501
android-4.0.2_r1,185d0e7f0a843b3fd0cd6696a01b19d21de85693,1323304934
android-sdk-4.0.3_r1,2e335cb02891d3653b938340a11698844e2c3d6d,1323829984
android-sdk-adt_r16.0.1,56a3e326192c7496b67666b29071dc9f38c59da9,1323903184
android-sdk-4.0.3-tools_r1,43834487a183b69783b0de270f9b761f3afffdc1,1323983472
android-4.0.3_r1,94180377e709ed0faff6ea94c75af0f0a1183b36,1324011146
android-4.0.3_r1.1,bf35112b2835201ab007b33c3a2cb3b9e6a6d166,1324065695
android-cts-4.0.3_r1,8f04ae361cd34fdaea41fbedefb85cff2c684e36,1324245641
android-cts-verifier-4.0.3_r1,c892e177c4f7a41e910c70f68d4e213589da1396,1324406468
android-cts-2.3_r12,66afbdef8e3f21fe783af83c4155352b137c98f3,1327348712
android-cts-4.0.3_r2,633de7bab9397c4f7591c5514d903305254451b2,1328136572
android-4.0.4_r1,44857eeb0ff0a3fb9ade3dbe8ff4425283d9ae09,1331951553
android-4.0.4_r1.1,df331873c8576e0ae34ae1ee3cc258beed373535,1332288922
android-4.0.4_r1.2,df331873c8576e0ae34ae1ee3cc258beed373535,1332288922
android-4.0.4_r2,df331873c8576e0ae34ae1ee3cc258beed373535,1332288922
android-4.0.4_r2.1,df331873c8576e0ae34ae1ee3cc258beed373535,1332288922
android-sdk-adt_r20,20d6caf8888d4114b6ce79d93c7c9cf903ad8c22,1340034798
android-4.1.1_r1,c292a619c71a2ee56e42ca5ef45fbc62e5c09f1e,1341345232
android-4.1.1_r1.1,c292a619c71a2ee56e42ca5ef45fbc62e5c09f1e,1341345232
android-4.1.1_r2,c292a619c71a2ee56e42ca5ef45fbc62e5c09f1e,1341345232
android-cts-4.1_r1,15796e52df1626ae27a6a88c6e905fd3b80868c9,1341369566
android-4.1.1_r3,f186b07b463447707117e2b54fc02f7ed30d6e43,1342214340
android-4.1.1_r4,4b9a8d75b8796ea07cadd61ceef135c173167c8e,1344018490
android-4.1.1_r5,f959d1084eae42af1403d9c3f423143869a2f6cb,1344283795
android-4.1.1_r6,b046b20f1a5406ddda60c548036ed9e887da49df,1345156157
android-4.1.1_r6.1,b046b20f1a5406ddda60c548036ed9e887da49df,1345156157
android-4.1.2_r1,4873a480f6df3f84bb3ca5c8647e9498aaf597a5,1348858838
android-4.1.2_r2,4873a480f6df3f84bb3ca5c8647e9498aaf597a5,1348858838
android-4.1.2_r2.1,4873a480f6df3f84bb3ca5c8647e9498aaf597a5,1348858838
