25a8795424210e34e7af366300b768a7f31c9aad,2d1ed7374ed,ef525e8d721,None,android-6.0,marshmallow-mr2-release,1478612334,1475615095,1475018998,0,0
2d1ed7374ede5b81b48850ff85d84eb651dd30e9,afe631c15b4,2dde02ed263,None,android-6.0,marshmallow-mr3-release,1475615095,1474139337,1472253715,16,29
afe631c15b4aa01dfea1bebb3cc6b05a179a7563,7fe02c26e5a,b8c722be74a,None,android-6.0,marshmallow-dr1.6-release,1474139337,1474138977,1472498759,3,68
7fe02c26e5ade4502eafc35c29aa1c9e235b88d2,bb71db7f188,6d85c4cb539,None,android-6.0,marshmallow-dr1.6-release,1474138977,1474138801,1470087258,10,2
bb71db7f188c2c7ab7e318d4fe4c71d00d9a6ab0,5a1e56e4148,90ea10c4d3e,None,android-6.0,marshmallow-mr2-release,1474138801,1471595021,1470086725,19,6089
052a73668e2a6443f8fe8b7cd4f42b50fd675531,e82e7346284,6f5828f0660,None,android-6.0,marshmallow-dr1.6-release,1470091571,1469739059,1466825408,16,67
2313bb2424bd827e9e306f3af5a6c4eef0269740,11354b0d25e,e16706faff0,None,android-6.0,marshmallow-dr1.6-release,1467915701,1467404244,1464372566,19,6
f2a5ddd2616e69b4b7bc29d98e9032df7f24213c,df057443157,9878bb99b77,None,android-6.0,marshmallow-mr2-release,1465296006,1465075410,1463086451,20,6076
a6189d90fdb728a452155a85ab88b46c31c12906,134d43d9c77,12332e05f63,None,android-6.0,marshmallow-mr2-release,1462284178,1462030118,1458953271,8,3
d4ff7fd85cb71c2a40cdf629c2492700d52d7ae3,97e0d9ea5e9,3cd1905d857,None,android-6.0,marshmallow-mr2-release,1460835495,1459585501,1456534572,29,2
ad70c747f928f19260661aa0ffd24bebbc08c317,5c97b2ae638,3cd1905d857,None,android-6.0,marshmallow-mr2-release,1460492001,1460065735,1456534572,13,1
9d022521f4e19e4545889bda20a19caa5d521d25,796cbc55b9f,81f9fe982dc,None,android-6.0,marshmallow-dr1.5-release,1459914061,1459116412,1458686868,7,47
109892e02d0093af35d2db281d29ab4de95e62a2,27213aa2d18,e342181a4a8,None,android-6.0,marshmallow-dr1.5-release,1457994220,1457914488,1454472217,6085,5
58c25f5d6259abed1222027cea9e77f27fabce4f,48220f4d213,6a431eed218,None,android-6.0,marshmallow-mr1-release,1457475595,1457195672,1453498634,8,6067
6cd7ffd21ec39c2a39219d71d991a3519897ab02,8ab2457e8b0,6a278db4c4a,None,android-6.0,marshmallow-mr1-release,1454379644,1454280735,1450386517,33,2
e74c66e8b9ffc9feab51ff37f71a73ce4b51ca59,de2b848849a,48b716a9b40,None,android-6.0,marshmallow-mr1-release,1452036457,1451858976,1450212899,22,2
f4f4a5440baf2bdd92a7f2be8a1404ca7b8b1865,42000d5eb20,4d70bd7a928,None,android-6.0,marshmallow-mr1-release,1449581847,1449487581,1447279092,274,5
5bce2a0b33373c532d0af42d478f0bfc4005270b,0acf9cb07ff,25b5096f154,None,android-6.0,marshmallow-dr-release,1447274871,1446758221,1444291365,1761,259
b97d1adab5a08239815457131f452cb09c587ddd,29bf510d53d,c02a10d8b62,None,android-6.0,marshmallow-release,1444328804,1444305050,1442351047,37685,1735
c38a3e9eda1981f647dff179c6a63af96faf0fdc,1712c22ec8b,a0e574d7766,None,android-6.0,lollipop-mr1-fi-release,1440798053,1440101166,1438025399,69,38601
c5dfc1845a199a7e059656381776b55f93546ba3,c8d5d1e2d9b,422f4ed3d2f,None,android-6.0,lollipop-mr1-wfc-release,1435262261,1434744982,1431125456,1005,459
8f1f66412bf975b3e6e4ec4c8b8d1bf43c3d70af,a0102b4c6ff,51c23674ab6,None,android-6.0,lollipop-mr1-cts-release,1429688324,1429308561,1428371476,30,979
2325771b70817d071e3daa597e9fb01f9cf356dc,6210593ef79,67676f88718,None,android-6.0,lollipop-mr1-cts-release,1429091984,1428959392,1426127738,13,13
56c819b5f6b6a7a2f93a7426b57bb5b8092f6304,973dadddedc,d0f748a7d09,None,android-6.0,lollipop-mr1-cts-release,1426003268,1426001959,1424321838,7784,9
2d382c87b8fc75dbc4944b980cc0021a3ea48686,5cc100371e8,0ac9664a9ee,None,android-6.0,lollipop-release,1419083581,1419013582,1418764349,105,7749
7ef9b071b8695003a41debae0a0e7bde9ed3c952,9005fd1c199,93edcc13972,None,android-6.0,lollipop-release,1417603016,1417026949,1416526364,36,6
cc5f333da179cf65ce7f6a2a19dea17e2b078694,83179e6edd7,32a22c44b83,None,android-6.0,lollipop-release,1416478911,1415962263,1415831190,4,6
e8c9f4e25af52d1e488bb4b3d6c10bcc092a4e70,e50eb537344,c482a9d86ea,None,android-6.0,lollipop-release,1415865613,1415362375,1415396298,10,2
